ID,TEMA,LOCAL,TEMPO,CATEGORIA,STATUS,DESCRICAO,URL,ANO,MES,DIA,DIA_DO_ANO,SEMANA_DO_ANO,DIA_DA_SEMANA,TRIMETRES,CASOS,CIDADE,ESTADO
149706493,sem estrutura,franca - sp,2022-06-09,banheiro<->problemas de infraestrutura<->exames lab. e imagem<->hapvida saúde,respondida,foi solicitado pelo médico um simples raio x na cidade de franca sp pra minha surpresa o hospital regional que é gerido pelo hapvida não possui tal equipamento e fui encaminhado a santa casa de franca hospital público que atende toda a região e que só faz agendamento das às e por atender toda rede pública os exames são marcados para com prazo muito longoum absurdo pagar por um plano de saude e ser tratado desta formase não tem o equipamento que providenciem um atendimento melhor para onde encaminham seus clientes,https://www.reclameaqui.com.br//hapvida-saude/sem-estrutura_khhugWjOc2GTqkBT/,2022,6,9,160,23,3,2,64,FRANCA,SP
149703851,péssimo atendimento pelas centrais. - histórico de exames,natal - rn,2022-06-09,planos de saúde<->não encontrei meu problema<->mau atendimento do prestador de serviço<->hapvida saúde,nao respondida,prezados bom dia gostaria de obter meu histórico de exames dos últimos anos o site não me permite solicitar esse período por lá e preciso desse histórico para prosseguir com meu diagnóstico da fibromialgia para que meu médico possa passar o melhor tratamento por favor preciso que me encaminhem todos os meus exames de sangue raio x ultra e demais dos últimos anos conto com a ajuda de vocês as centrais de atendimento me trataram super mal não abriram solicitações nem tentaram me ajudar não se importaram comigo nem tiveram empatia,https://www.reclameaqui.com.br//hapvida-saude/pessimo-atendimento-pelas-centrais-historico-de-exames_OTNFLxIRoHzeEaJo/,2022,6,9,160,23,3,2,64,NATAL,RN
149703393,não querem cancelar o meu plano de saúde que tenho há mais de 5 anos,araraquara - sp,2022-06-09,não consigo cancelar<->planos de saúde<->administrativo<->hapvida saúde,respondida,estou desde o dia tentando cancelar o meu plano e não consigo dia as liguei na empresa para cancelar e começaram a confirmar meus dados disseram que o nome da minha mãe estava errado por isso não conseguiram cancelar posteriormente as ás ás e por fim minha mãe foi pessoalmente na unidade na cidade de araraquara sp que se encontra no shopping lupo rua gonçalves dias informaram que o nome dela está diferente no cadastro como pode isso se eu estou com a ficha de adesão e contrato assinado dia e nome dela esta ok lánome da minha mãe vocês vão verificar em anexo nome correto quando eles cadastraram eles cadastrado errado e não colocaram o nome dela e por isso por diversas vezes eu tentei cancelar o meu plano no qual eu tenho há mais de anos e não consigo deixando aqui registrado que quero o cancelamento desde o primeiro contato que fiz com eles quero o abatimento no valor após aquela data e caso não resolva o problema irei acionar a empresa judicialmente que culpa eu tenho se preencheram a ficha com os dados todos corretos e na hora de colocarem no sistema colocaram errado,https://www.reclameaqui.com.br//hapvida-saude/nao-querem-cancelar-o-meu-plano-de-saude-que-tenho-ha-mais-de-5-anos_FrguKULaOzqbBysV/,2022,6,9,160,23,3,2,64,ARARAQUARA,SP
149702797,falta de respeito com usuário do plano de saúde,goiânia - go,2022-06-09,mau atendimento do prestador de serviço<->planos de saúde<->rede de atendimento<->hapvida saúde,respondida,ás h do dia levei a minha filha no pronto atendimento america do convenio hapvida no setor marista em goiania chegando lá tinham pessoas até do lado de fora da recepção deveriam ter umas pessoas aguardando atendimento a funcionária disse que o prazo de espera era de horas é uma falta de respeito de uma empresa que diz cuidar da vida das pessoas se você paga por um serviço o mínimo que se espera é que esse serviço seja entregue e o pior possuem apenas duas unidades de pronto atendimento para atender toda a capital de goiânia,https://www.reclameaqui.com.br//hapvida-saude/falta-de-respeito-com-usuario-do-plano-de-saude_1bltuttUnnHhhIxf/,2022,6,9,160,23,3,2,64,GOIÂNIA,GO
149702235,não consigo contato com plano,campo grande - ms,2022-06-09,não consigo cancelar<->não encontrei meu problema<->administrativo<->hapvida saúde,respondida,estou a dias tentando contato por telefone com o plano de saúde para remover um dependente do meu plano porém sem sucesso pois em nenhum dos vários números atendem e o sac que é onde realmente preciso falar só dá pra ligar de telefone fixo quem em tem telefone fixo eu não tenho e não conheço ninguém que tenha não existe mais orelhão assim fica difícil contatar o plano toda vez que preciso resolver algo com eles é sempre assim passo horas no telefone tentando falar e ninguém atende e quando atende não pode resolver um absurdo tentei ligar no período da manhã logo no começo do expediente pra ver se conseguia sem sucesso liguei a tarde tbm sem sucesso estou tentando ligar em diferentes horários do dia pra ver se alguém atende e nada,https://www.reclameaqui.com.br//hapvida-saude/nao-consigo-contato-com-plano_2-AcjPHJDOqSejNg/,2022,6,9,160,23,3,2,64,CAMPO GRANDE,MS
149701225,finalização de protocolo de reembolso - atendimento sem retorno de solução,piracicaba - sp,2022-06-09,reembolso de pagamento<->plano<->planos de saúde<->hapvida saúde,nao respondida,sou cliente hapvida e no dia fiz uma cirurgia através do convênio sendoo a mesma realizada em outra cidade por problemas técnicos operacionais do convênio após a realização da cirurgia e após indicação do próprio convênio efetuamos a entrada através da unidade da mesma em piracicaba para efeitos de ressarcimento dos gastos efetuados em deslocamento para a cirurgiatodo processo de solicitação foi efetuado pelo próprio convenio em sua unidade de piracicaba através do protocolo xxxxxx de onde consta a observação de atendimento do pedido após dias corridospassados o período efetuei vários contatos com a empresa para posicionamento do atendimento da solicitação todos sem retorno algum até a data desta reclamaçãodatas de contato sobre o encerramento do processo setor sac abertura de protocolo xxxxxx sem retorno setor sac abertura de protocolo xxxxxx sem retorno setor sac abertura de protocolo xxxxxx sem retorno ouvidoria abertura de protocolo xxxxxx sem retorno ouvidoria só com registro no sistema sem retornotenho todos os protocolos anotados e em nenhuma das situações apesar de dizer que entrariam em contato ninguém sequer ligou para me dar um retornonem reclamando na ouvidoria você não tem respaldoo atendimento clínico da empresa é excelente mas o tratamento quando se refere a parte financeira é da pior qualidade não temos respaldo e toda a vez que se liga é aberto o procedimento com a promessa de retorno em dias uteis e já espero isto a quase diastenho que ficar perdendo meu tempo para resolver um problema criado pelo convenio pois a cirurgia poderia ser feita na cidade para qual eu pagoou seja faz quase dias sem nenhuma resposta sobre esta situação uma pouca vergonha desrespeito total com o clientepago minhas mensalidades rigorosamente em dia e exijo um retorno com a finalização desta solicitaçãoatenciosamente antonio claudio dos santos,https://www.reclameaqui.com.br//hapvida-saude/finalizacao-de-protocolo-de-reembolso-atendimento-sem-retorno-de-solucao_ZHI_dSPRiH7N4pEJ/,2022,6,9,160,23,3,2,64,PIRACICABA,SP
149717507,exames dificeis,alcântaras - ce,2022-06-09,exames lab e imagens<->hapvida saúde<->exames lab. e imagem<->dificuldade para agendamento de exames-consultas,nao respondida,sempre que precisamos de fazer algum exame principalmente de imagens as empresas prestadoras ficam dificultando muito e so depois que a central libera é que elas fazemteria como evitar esses desgastes,https://www.reclameaqui.com.br//hapvida-saude/exames-dificeis_Ey9tEdHbBcfupcXa/,2022,6,9,160,23,3,2,64,ALCÂNTARAS,CE
149706901,não consigo marcar com ortopedista pediatra,fortaleza - ce,2022-06-09,planos de saúde<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,nao respondida,já vim aqui reclamar e deu certo me ligaram e consegui levar minha filha mais aí o médico passou exames e já faz meses que tento marcar com ele de novo para mostrar os exames e não consigo a agenda sempre está em atualização ela é acompanhada pelo doutor jansem e desde sempre é essa dificuldade toda para marcar consulta e todo ano é só aumentando o valor do plano aumento de mais de todo ano isso é uma palhaçada estou para canselarco plano,https://www.reclameaqui.com.br//hapvida-saude/nao-consigo-marcar-com-ortopedista-pediatra_SvxlIneoM7TS2TWI/,2022,6,9,160,23,3,2,64,FORTALEZA,CE
149777291,marcar consulta,juazeiro do norte - ce,2022-07-09,planos de saúde<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,nao respondida,olá bom dia vim aqui abrir uma reclamação referente ao plano hapvida que além de ser caro para clientes q é coparticipação paga um absurdo da coparticipação até parece q nem plano tem aí qd precisamos marcar uma consulta não há vagas disponíveis e temos q aguardar meses e dias para que tenha disponibilidade pior que o sua essa hapvida está depois que fez alterações mudou de lugar e ampliou para tudo ser em um único lugar tudo é mais dificultoso e mais caro preciso de uma consulta de um endocrinologista e não há vagas disponíveis nem tão cedo preciso de acompanhamento com a ginecologista nathalia e só há vaga disponível para o dia no período da tarde isso é um descaso com quem paga um plano porque precisa e quando precisa utilizálo não há vaga não há disponibilidade nem no sus está assim,https://www.reclameaqui.com.br//hapvida-saude/marcar-consulta_XRaOiVBnDIncJ43A/,2022,7,9,190,27,5,3,14,JUAZEIRO DO NORTE,CE
149770671,demora na resolução de problemas,manaus - am,2022-07-09,plano<->planos de saúde<->cobrança indevida<->hapvida saúde,nao respondida,fiz uma reclamações demoram pra responder não dão atenção ao caso o cliente não tem seus direitos de consumidor atendidos dizem o plano cobre mas tem que pagar pra fazer é grátis mas só leva se pagar,https://www.reclameaqui.com.br//hapvida-saude/demora-na-resolucao-de-problemas_JpM_-aVGHutEqan9/,2022,7,9,190,27,5,3,14,MANAUS,AM
149770831,1 semana sem retorno da minha reclamacão,natal - rn,2022-07-09,plano<->não encontrei meu problema<->hapvida saúde<->solicitação de exame não atendida,respondida,hoje faz semana que postei minha primeira reclamação e até agora não tive respostapreciso fazer uma biópsia com urgência e ainda não consegui marcar vou levar o caso para justiça assim vocês agilizam,https://www.reclameaqui.com.br//hapvida-saude/1-semana-sem-retorno-da-minha-reclamacao_zRzTbfkbQbfQkC4Y/,2022,7,9,190,27,5,3,14,NATAL,RN
149776861,inclusão do plano a revelia e desconto indevido,recife - pe,2022-07-09,planos de saúde<->cobrança indevida<->planos de saúde<->hapvida saúde,nao respondida,bom dia à todos quero registrar aqui minha indignação em relação aos representantes pela venda do plano de saúde hap vida em recife e região metropolitana estou passando por uma situação vexatória envolvendo uma vendedora chamada walkíria que me incluiu no plano de saúde junto a prefeitura em que trabalho sem minha autorização causando descontos indevidos em meu contracheque preciso que isso seja cancelado imediatamente e que as parcelas que foram descontadas sejam estornadasme chamo adeilde maria da silvasou professora e a rede de ensino a qual trabalho me refiro a prefeitura municipal do jaboatão dos guararapes região metropolitana de recife pernambuco caso não seja resolvido entrarei com um processo judicialagradeço desde já o espaço e a atençãoadeilde m,https://www.reclameaqui.com.br//hapvida-saude/inclusao-do-plano-a-revelia-e-desconto-indevido_T2qhx76LEPSUgqvJ/,2022,7,9,190,27,5,3,14,RECIFE,PE
149779833,"especialidade médica inexistente, embora ofertado pelo plano.",alfenas - mg,2022-07-09,planos de saúde<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,resolvido,estou há meses tentando agendar uma consulta para as especialidades de neuropediatria e psquiatria infatil porém embora conste no site e também junto ao call center a especialidade não há médicos disponíveis em contato com a clínica conveniada disseram não atender mais planos hapvida foi feita reclamação junto ao sac e em nada adiantou minha filha está precisando urgente de atendimento e o plano de saúde se recusa a ajudar,https://www.reclameaqui.com.br//hapvida-saude/especialidade-medica-inexistente-embora-ofertado-pelo-plano_tPEtc1IstkPo1NTS/,2022,7,9,190,27,5,3,14,ALFENAS,MG
149781327,pagamento e liberação da carteirinha,salvador - ba,2022-07-09,plano<->planos de saúde<->mau atendimento do prestador de serviço<->hapvida saúde,nao respondida,fui gerar um plano de saúde pelo hapvidaa atendente editado pelo reclame aqui me atendeu tenho os prints da conversaela me enviou um comprovante de pagamento com o valor do plano completo que inclui internamentoefetivei o pagamento que debitou da minha fatura reais com uma taxa não especificada pela mesma de reais adicionais que eu só descobrir que tinha pra esse plano no momento do pagamentoanteriormente ela me informou que essa taxa era apenas para o plano básico sem internação e que não cobre cirurgiasfui efetivar o pagamento pelo site no meu cartão de crédito e a compra não gerou o comprovante no sistema deles entrei em contato com o meu banco o nubank que me informou que o pagamento foi autorizado e que neste caso eles precisariam processar o pagamento para gerar o comprovante e me mandou códigos de autorização do pagamento pelo bancoa atendente editado pelo reclame aqui foi super grossa comigo informou que não iria mais me atender que só falaria comigo no dia seguinte e que ela nem estava trabalhando hoje que é feriadoe só liberaria minha carteira se eu mandasse o comprovante como vou mandar um comprovante que não foi gerado no sistema de vocês e que precisa da autorização de vocêstenho o número de telefone dela aqui super desatenciosa tem qualquer educaçãomudou o tom de voz informou que não iria mais me atenderque profissionais são esses que vocês contratam sem profissionalismo sem educação sem respeito sem empatia já entrei em contato com meu advogado e vamos entrar com um processo de danos morais se este problema não for solucionadoa empresa de vocês vai responder este processo por não contratarem profissionais com capacidade suficiente de atender pessoas ela parou de me responder quer dizer que eu mando o comprovante de repente ela trabalha se eu não mando ela para de me responderempresa péssima de vocês péssimos profissionais péssimos atendentesestamos trocando de empresa e vocês vão perder mais clientes aindae somos integrantes de startups que utilizam o plano de vocês e já encaminhamos pra eles o ocorrido e aconselhamos a todo o corpo com mais funcionários abandonarem o serviço de vocês se quiserem entrar em contato comigo que seja pelo whatsappcoisa mais ridícula da parte de vocês a empresa de vocês vai falir com profissionais ruins como estes não recomendo pra ninguém péssimo atendimento da hapvidaou vocês resolvem ou é certo que vamos processar a empresanúmero da sua atendente editado pelo reclame aqui lixo de atendimento,https://www.reclameaqui.com.br//hapvida-saude/pagamento-e-liberacao-da-carteirinha_BKSTrrMzmFHUDVR3/,2022,7,9,190,27,5,3,14,SALVADOR,BA
149794741,absurdo a indisponibilidade pra marcação de consulta.,recife - pe,2022-07-09,plano<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,resolvido,estou a meses tentando marcar uma consulta com especialista estrabismo pro meu filho e não consigojá fui vezes no hospital de casa forte e só dizem que irão entrar em contato comigo em dias úteis dias esses que já fazem mesesabsurdo o descaso com os clientes sou credenciado a mais de três anos e não consigo marcar um especialista pro meu filhodescaso total,https://www.reclameaqui.com.br//hapvida-saude/absurdo-a-indisponibilidade-pra-marcacao-de-consulta_0G1w39j-X8Vi6f47/,2022,7,9,190,27,5,3,14,RECIFE,PE
149793051,atendimento atrasado,maracanaú - ce,2022-07-09,planos de saúde<->horário de atendimento<->planos de saúde<->hapvida saúde,nao respondida,eu tinha uma transvaginal marcada para o dia as da manhã chegando na hapclinica da avenida silas munguba com minutos de antecedência para minha consulta a senha para chegar na recepção ainda estava na casa dos peguei senha as recepcionistas alegando atraso na recepção isso é um absurdo demorei absurdamente para ser atendida pela recepção não fui atendida no horário marcado em uma outra consulta cheguei atrasada e a recepcionista teve a pachorra de dizer que eu tinha perdido o meu horário é não podia ser atendida com muita insistência pedi pra ela falar com a médica para vê se ela me atendida mesmo atrasada foi falar com a médica que se recusou a me atender e tudo bem afinal eu tinha perdido meu horário agora ao contrário e assim esse inferno a clínica parecia um formigueiro lotada gente sem máscara não respeitam o horário não respeitam o dinheiro que entrego todo mês pra esse plano de saúde ridículo sem sombra de dúvidas o pior e mais desorganizado plano de saúde do norte nordeste e para constar eu sai às da hapclinica nesse dia,https://www.reclameaqui.com.br//hapvida-saude/atendimento-atrasado_CWgWWkU5Vb17mDr7/,2022,7,9,190,27,5,3,14,MARACANAÚ,CE
149786039,ninguém consegue da um diagnóstico certo !,fortaleza - ce,2022-07-09,plano<->planos de saúde<->mau atendimento do prestador de serviço<->hapvida saúde,resolvido,a meses venho aguardando consulta com o ortopedista porque não tinha disponível de imediato fui consultada depois de tanta espera e ninguém consegue me dá um diagnóstico sobre a dor que estou sentindo e nem me dá um afastamento de trabalho estou sentindo muitas dores e cada ida a emergência eles só me enchem de remédios não fazem um exame de imagem pra saber ao certo o que tenho e nem me encaminham para alguém q possa de fato me tratar são meses de dores e espera hapvida hoje mais parece um sus do que um hospital particular preciso começar um tratamento com urgência minha coluna está muito torta sinto dores diariamente e ninguém consegue me ajudar,https://www.reclameaqui.com.br//hapvida-saude/ninguem-consegue-da-um-diagnostico-certo_-j2KV09Q3Z5lAgP8/,2022,7,9,190,27,5,3,14,FORTALEZA,CE
149770507,agenda de médicos em atualização pediatra e ginecologista admissível!!,fortaleza - ce,2022-07-09,hapvida saúde<->planos de saúde<->rede de atendimento<->dificuldade para agendamento de exames-consultas,respondida,estou aqui pra reclamar por falta de agenda de consultas médicas no hapvida tudo pra meses distantes e eu preciso pro dia de setembro com urgência pediatria e ginecologista aguardo uma posição,https://www.reclameaqui.com.br//hapvida-saude/agenda-de-medicos-em-atualizacao-pediatra-e-ginecologista-admissivel_uDZDQ1HrqqkWhO93/,2022,7,9,190,27,5,3,14,FORTALEZA,CE
149798583,marcação de consulta,fortaleza - ce,2022-07-09,"demora para autorização de consultas, exames e cirurgias<->planos de saúde<->planos de saúde<->hapvida saúde",nao respondida,minha filha tinha sessão de terapia ocupacional pra fazer e simplesmente o hapvida ligou em cima da hora desmarcando sendo que eles era pra ligar já marcando pra outra médicaestá fazendo um tratamento com psicóloga e terapeuta pra retornar pra neuropediatra ia retorna em outubro e só tem vaga pra novembro sendo que ia terminar o tratamento só em dezembro pra voltar pra neuro é um absurdo liguei na mesma hora pro hapvida tentando remarcar a consulta o atendente falou que tinha pro mesmo dia que foi dia de setembro mais só marcava presencial me deu o endereço da pereira filgueiras peguei um uber e fui lá chegando lá a recepcionista falou que lá só atendia quem tivesse diagnóstico de autismoou seja paguei uber atoa liguei novamente e eles só querem marcar pra novembro sendo que minha filha ia retorna em outubro pra neuro e preciso que encaixe arrumem as consultas dela com urgênciaela não tem culpa da médica não ir mais atender pelo hapvida espero que resolva esse problema urgente protocolo,https://www.reclameaqui.com.br//hapvida-saude/marcacao-de-consulta_TiJPeHEsjtHzF06u/,2022,7,9,190,27,5,3,14,FORTALEZA,CE
149767339,péssimo atendimento,ribeirão preto - sp,2022-07-09,plano<->planos de saúde<->mau atendimento do prestador de serviço<->hapvida saúde,nao respondida,meu pai tem plano executivo no hapvida tem anos de idade chegou ao hospital são francisco as foi indicada internação pela médica que o atendeu sugerimos que após a medição ele pudesse ir para casa para descansar melhor e voltar no dia seguinte foi lhe dito que ele teria que passar por todo o processo novamente pois bem decidimos ficar agora são da manhã ele ficou sentado sem que ninguém ao menos viesse verificar o resultado da medicação e até agora não foi para o quarto eu falei com equipe de enfermagem recepção o médico responsável e ninguém fez absolutamente nada as liguei no no meio da conversa a atendente disse que o turno dela terminava a h e ela desligou o telefone entrei novamente na sala do médico responsável dr pedro e perguntei por que o mantiveram aqui se não se deram ao trabalho de checar como ele estava só aí então que decidiram colocálo numa maca verificaram pressão e glicemia e foram embora o quadro de meu pai piorou desde que ele entrou e há h aguardamos a autorização de internação vergonha esse plano de saúde para finalizar subimos para o quarto as depois de h esperando apesar de meu pai pagar por plano executivo iriam colocálo num quarto coletivo se eu não reclamasse mais uma vez ficaria assim uma completa desconsideração com a vida humana profissionais despreparados e grosseiros graças a deus não tenho esse plano de saúde estou tentando convencer meu pai sair dessa imitação de plano de saude,https://www.reclameaqui.com.br//hapvida-saude/pessimo-atendimento_Twzu1jcw-8eBcPBg/,2022,7,9,190,27,5,3,14,RIBEIRÃO PRETO,SP
149782797,procedimento cirúrgico infantil,fortaleza - ce,2022-07-09,planos de saúde<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,nao respondida,minha filha de apenas anos fez uma cirurgia de catarata e agora está precisando de uma limpeza na lente desde de maio espero a oftalmed entra em contato comigo para marca essa limpeza e nada ninguém resolve isso nem no hapvida da heráclito graça e nem na oftalmed ah anos tenho esse plano e quando nos precisa não resolve nada,https://www.reclameaqui.com.br//hapvida-saude/procedimento-cirurgico-infantil_jmaTWZkn1jEgxoqw/,2022,7,9,190,27,5,3,14,FORTALEZA,CE
149784525,uma decepção o plano odontológico. você contrata e não consegue usar.,fortaleza - ce,2022-07-09,plano<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,nao respondida,contratamos o plano odontológico empresarial com a promessa que o mesmo não teria carência e poderia ser usado h uteis após o pagamento do boleto pois bem o boleto foi pago e qual foi minha surpresa ao tentar marcar a consulta para os dois beneficiários inclusos um deu que estava na carência a mesma que disseram que não existiria e o outro deu que o contrato estava cancelado sendo que entrei no sistema da empresa e está ok ativo tudo pago em dia ao tentar ligar para o sac passam de um para o outro e nada resolvem dois protocolos e estou na terceira ligação agora minutos com musiquinha e nada então pensem bem antes de contratar se tratam assim empresa imagina plano individual,https://www.reclameaqui.com.br//hapvida-saude/uma-decepcao-o-plano-odontologico-voce-contrata-e-nao-consegue-usar_rNCEEG6swPO89mSu/,2022,7,9,190,27,5,3,14,FORTALEZA,CE
149852987,atendimento realizado por médico credenciado,recife - pe,2022-08-09,equipe de atendimento<->mau atendimento do prestador de serviço<->hapvida saúde,nao respondida,acompanhei um atendimento da minha sogra com o médico editado pelo reclameaqui neurologista sendo que não entendemos a forma que ele fala e o mesmo não é paciente para tentar minimizar esse problema deu um diagnóstico de modo muito frio o que a deixou muito aflita além da consulta extremamente rápida,https://www.reclameaqui.com.br//hapvida-saude/atendimento-realizado-por-medico-credenciado_y4K517RMGm5sfbq3/,2022,8,9,221,32,1,3,59,RECIFE,PE
149854673,pediatria,são gonçalo do amarante - rn,2022-08-09,problemas com o atendimento<->qualidade do serviço prestado<->equipe de atendimento<->hapvida saúde,respondida,é um seguinte eu pago os planos das minhas filhas e nunca atrasei e quando preciso levar elas a um pediatra a pediatra desmarca a consulta e outa vcs da hapvida nem pra comunicar presta e outra pra conseguir uma vaga só depois de mês tá pior que o sus fui pra consulta hoje chego lá e q ouço da atendente e q foi cancelado e outra de onde eu moro fica muito longe pra mim fui só besta tô com tanto ódio q minha vontade é de cancelar esse plano de ma,https://www.reclameaqui.com.br//hapvida-saude/pediatria_XsK0IK4wvmQyKAOE/,2022,8,9,221,32,1,3,59,SÃO GONÇALO DO AMARANTE,RN
149855025,cirurgia,salvador - ba,2022-08-09,"demora para autorização de consultas, exames e cirurgias<->planos de saúde<->planos de saúde<->hapvida saúde",nao respondida,eu gostaria de um posicionamento da hapvida em relação a uma cirurgia que tenho pra fazer já faz mais de meses que fui ao médico já entrei em contato com a clínica e ninguém resolve meu problema há uma falta de comunicação absurda com os pacientes me disseram que a hapvida entraria em contato comigo para marcar o dia da cirurgia e não entraram eu liguei e me mandaram ir no hospital teresa de lisieux chegando lá me disseram que lá não resolve me deram apenas o número da secretária do médico que não responde nenhuma mensagem enviada minha solicitação já irá vencer e ninguém se posiciona ninguém liga informa as coisas erradas preciso de um posicionamento,https://www.reclameaqui.com.br//hapvida-saude/cirurgia_tiEkg2VUhOzkxtAy/,2022,8,9,221,32,1,3,59,SALVADOR,BA
149855083,me deram o drible da vaca,recife - pe,2022-08-09,planos de saúde<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,respondida,fiz uma outra reclamação anterior a essa e o hapvida marcou minha consulta para amanhã mas agora mesmo me informaram que o médico vai fazer uma cirurgia ou seja me enganaram para encerrar a antiga reclamação e ter uma boa avaliação dentro da plataforma do reclame aqui a ans estipula que a marcação de consultas simples sao de no máximo de dias e me remarcaram para o dia se nao me marcarem para o prazo estipulado na ans irei na própria ans fazer a reclamação ou tomar as devidas medidas legais cabíveis enganar o cliente dessa forma nao se faz de repente o médico vai fazer uma cirurgia e nada foi avisado antes e só avisam no dia anterior um absurdo essa empresa que só sabe comprar outros planos mas nao sabe investir na qualidade dos serviços,https://www.reclameaqui.com.br//hapvida-saude/me-deram-o-drible-da-vaca_tw7O62BlNcyDcvZL/,2022,8,9,221,32,1,3,59,RECIFE,PE
149857505,demora pra gerar contrato e boleto,belém - pa,2022-08-09,demora na execução<->planos de saúde<->planos de saúde<->hapvida saúde,nao respondida,fiz a contratação online do plano e não chegou no meu email o boleto para pagamento nem o contrato de adesão gostaria que fosse solucionado,https://www.reclameaqui.com.br//hapvida-saude/demora-pra-gerar-contrato-e-boleto_bVMFgzWOOTAXYaWq/,2022,8,9,221,32,1,3,59,BELÉM,PA
149858069,falta de comprometimento com o cliente,dourados - ms,2022-08-09,planos de saúde<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,nao respondida,estou a meses ligando no santa rita pra conseguir vaga pro meu filho de ano de idade com o pediatra e nunca tem vaga pelo hapvida e agendamentos só estão disponíveis com datas pra final do ano terei que aguarda meses pro meu filho poder se consultar é um descaso com o consumidor no início foi muito bom sempre que precisava no mesmo dia conseguia a vaga agora só depois de muitos meses é um descaso falta de compreendimento com o consumidor não indico hapvida pra ninguém,https://www.reclameaqui.com.br//hapvida-saude/falta-de-comprometimento-com-o-cliente_1an4VvU_EvnjM7Lu/,2022,8,9,221,32,1,3,59,DOURADOS,MS
149858677,negativa de internamento de urgência,joão pessoa - pb,2022-08-09,"demora para autorização de consultas, exames e cirurgias<->planos de saúde<->planos de saúde<->hapvida saúde",nao respondida,dei entrada no dia de setembro de no hospital geral da paraíba hapvida com minha bebê de meses com perca de peso febre horas sem se alimentar e coração acelerado foram feitos ós exames necessários que resultou em uma solicitação de internamento e aberto protocolo para sepse o plano se negou alegando carência nisso entrei em contato com a ans a qual fui informada que foi abusiva a negativa de internamento onde se tem um quadro de urgência que emite risco de vida hoje já fazem dias que se encontro no hospital minha filha não está se recuperando foi descoberto que o coração dela está crescido e nada do plano liberar o internamento mesmo a ans notificando eles estou em total descaso com uma criança de apenas meses,https://www.reclameaqui.com.br//hapvida-saude/negativa-de-internamento-de-urgencia_y9ioC2mT-jJklqrq/,2022,8,9,221,32,1,3,59,JOÃO PESSOA,PB
149860123,isenção de biometria,ribeirão preto - sp,2022-08-09,planos de saúde<->qualidade do serviço prestado<->planos de saúde<->hapvida saúde,nao respondida,minha mãe é idosa com anos dificuldade de mobilidade e auditiva no dia fomos fazer o cadastro biométrico na central de atendimento da av presidente vargas em ribeirão pretosp e a funcionária informou que não foi possível ler e cadastrar as digitais de nenhum dos dedos devido à dermatite de contato minha mãe perdeu as digitais a funcionária informou ainda que devido ao fato toda vez que ela fosse a uma consulta médica ou realizar algum procedimento necessitaria de ligar na central para fazer a confirmação dos dados e que a isenção da biometria só pode ser realizada a partir de anos o fato é que essa situação está sendo muito constrangedora e complicada devido ao problema auditivo minha mãe não consegue responder às perguntas do atendente e também desgastante devido às várias tentativas de leitura biométrica sendo que já foi comprovado pela própria hapvida que ela não possui digitais em nenhuma das mãos sendo um procedimento totalmente desnecessário para uma idosa com problemas de saúde também ocorre o atraso no atendimento médico por conta das tentativas de resolução fora o risco de uma situação emergencial ter que passar por todo esse tempo só para resolver a burocracia o que coloca a sua saúde em risco solicito portanto a isenção da biometria de forma definitiva para a minha mãe,https://www.reclameaqui.com.br//hapvida-saude/isencao-de-biometria_-5FkaCqUikS8FmBC/,2022,8,9,221,32,1,3,59,RIBEIRÃO PRETO,SP
149850111,não consigo agendar consulta para meu filho,goiás - go,2022-08-09,planos de saúde<->planos de saúde<->hapvida saúde<->dificuldade para agendamento de exames-consultas,nao respondida,levei meu filho na emergencia duas vezes sabado dia e ontem ele está com dores abdominais os medicos me disseram q nao da pra investigar sem um especialista gastrointestinal pediatrico tentei agendar pelo aplicativo e ai nao tinha nenhum medico desta especialidade disponível entrei no chat e me passaram q somente uma medica atende o plano em goiania o q ja é um absurdo pra uma capital inteira ter um medico gastroenterologista pediatrico pelo plano liguei no numero o dia todo e so da desligado é um numero particular whatzapp tbm nao responde eu sempre elogio muito o plano inclusive ja indiquei para varias pessoas que tem o plano hoje mas desta vez o hapvida me decepcionou bastante pago caro demais o plano pra ter esse tipo de problema preciso de uma resposta urgente pq meu filho de anos está passando mal todos os dias tambem foi indicado um alergista o qual so consegui agendar para o dia até la meu filho praticamente um bebê de anos vai sentir dor é isso,https://www.reclameaqui.com.br//hapvida-saude/nao-consigo-agendar-consulta-para-meu-filho_8qJ_i8sB82aXkuRJ/,2022,8,9,221,32,1,3,59,GOIÁS,GO
